experiment,LUDENSITYMIX,INTDENSITYSCEN,CARSVCAVAILSCEN,SHDCARSVCOCCUPRATE,CARCHARGEAVAILSCEN,SOVDIVIVERTSCEN,TAXSCEN,LANEMILESCEN,OPSDEPLOYSCEN,TRANSITSERVICESCEN,TDMINVESTMENTSCEN,HouseholdDvmtPerHh,HouseholdDvmtPerPrsn,HouseholdDvmtPerHhIncLess25K,HouseholdDvmtPerHhInc25Kto50K,HouseholdDvmtPerHhIncOver50K,HouseholdDvmtPerPrsnUrban,HouseholdDvmtPerPrsnTown,HouseholdDvmtPerPrsnRural,HouseholdCarSvcDvmtPerHh,HouseholdCarSvcDvmtPerPrsn,HouseholdCarSvcDvmtPerPrsnUrban,HouseholdCarSvcDvmtPerPrsnTown,HouseholdCarSvcDvmtPerPrsnRural,HouseholdDriverlessDvmtPerPrsnUrban,HouseholdDriverlessDvmtPerPrsnTown,HouseholdDriverlessDvmtPerPrsnRural,TotalDvmt,TotalDvmtPerPrsn,TotalGGEPerCapita,TotalCO2e,HouseholdCO2ePerPrsn,HouseholdCO2ePerMile,HouseholdCO2ePerMileUrban,HouseholdCO2ePerMileTown,HouseholdCO2ePerMileRural,ComSvcCO2eRate_Metro,ComSvcCO2eRate_SalemKeizer,BusCO2eRate_Metro,BusCO2eRate_SalemKeizer,HvyTrkAveUrbanCO2eRate_Metro,TransitTrips,TransitTripsPerCapita,TransitPMTPerPrsnUrban,TransitPMTPerPrsnTown,TransitPMTPerPrsnRural,SovToBikeTripPerCapita,BikeTripsPerCapita,BikePMTPerPrsnUrban,BikePMTPerPrsnTown,BikePMTPerPrsnRural,WalkTripsPerCapita,WalkPMTPerPrsnUrban,WalkPMTPerPrsnTown,WalkPMTPerPrsnRural,HhFuelTax,HhPevFuelTax,ComSvcFuelTax,VmtTax,ExtraVmtTax,CongFee,VehOwnTax,EnergyCost,SocEnvCost,CarSvcCost,TotalVehOwnCost,TotalVehUseCost,HouseholdDriverlessDvmtPerHh,AdjDriverlessDvmtPerHh,CarSvcDeadheadDvmtPerPrsn,DriverlessVehicleProp,FwyDvmtPropExtCong_Metro,FwyDvmtPropExtCong_SalemKeizer,ArtDvmtPropExtCong_Metro,ArtDvmtPropExtCong_SalemKeizer,FwyExtCongTTI_Metro,FwyExtCongTTI_SalemKeizer,ArtExtCongTTI_Metro,ArtExtCongTTI_SalemKeizer,LdvAveSpeed_Metro,LdvAveSpeed_SalemKeizer,HvyTrkAveSpeed_Metro,HvyTrkAveSpeed_SalemKeizer,BusAveSpeed_Metro,BusAveSpeed_SalemKeizer,NonUrbanAveSpeed_Metro,NonUrbanAveSpeed_SalemKeizer,AutoFatalCrash_Metro,AutoFatalCrash_SalemKeizer,AutoInjuryCrash_Metro,AutoInjuryCrash_SalemKeizer,BikeFatalCrash_Metro,BikeFatalCrash_SalemKeizer,BikeInjuryCrash_Metro,BikeInjuryCrash_SalemKeizer,WalkFatalCrash_Metro,WalkFatalCrash_SalemKeizer,WalkInjuryCrash_Metro,WalkInjuryCrash_SalemKeizer,AutoFatalUrban,AutoInjuryUrban,AutoFatalRural,AutoInjuryRural,OwnCostProp,OwnCostPropHhLess25K,OwnCostPropHh25Kto50K,OwnCostPropHhOver50K,OwnCostPropUrban,OwnCostPropTown,OwnCostPropRural,VehCostProp,VehCostPropHhLess25K,VehCostPropHhAge65Plus,RoadUseTax,TotalTaxRev,TotalFuelTax,ChargingCost,LaneMileCost,OpsCost,SOVCost,PerMileCharge,TDMCost,TransitCost,VehOwnTaxAdj,AnnualRoadUseTax,TotalBudget,Costs,PresAdaptBudget
67,0.5165751491268926,0.9448309472471028,high,2.005791330459923,0.9884772149765041,0.15558459742592262,0.9817094917775774,0.3091915737274135,0.7928691491328341,0.6056664443977069,0.608623021865516,48.3226686628064,19.1967739165867,15.2904917097308,32.0489362927136,60.1088176243183,16.4432802769848,23.3982249294381,25.419714347512,2.53468258434823,1.00693380288192,1.2397477892909,0.629356962764671,0.510348719677125,7.80835091785764,10.9050937595739,12.246285684797,126639040.996788,23.1007861508038,0.722971184173307,27183353576.6799,4728.07587449544,246.295335614189,237.756381839152,254.954777330259,259.384576370437,174.149253750895,175.082554291948,1891.0507241444,1286.92700318357,1175.45813852128,1490275.1734709,0.271847668911806,41.4498541649852,0.967621379865829,1.1016271622556,0.119096350360609,0.19087808692035,1164.90819890955,0.0774311167250665,0.0554529938208247,6.13535643317492,0.554904096460416,0.274048013643173,0.245566176464363,56394298.3436251,0.0,2388246.30177692,1989632214.87033,0.0,0.0,243737636.663346,2609056230.16422,1976044178.39914,5341388787.4957,10207996886.5914,13810629893.1598,22.9096720680439,6.81774445634559,0.251685050510177,0.395676554750879,0.375506060850165,0.273340553874287,0.210205869377319,0.209831013420837,2.33828898636712,2.39916888440851,1.32748353994648,1.32976675954063,28.7802096663964,29.4745001099131,29.8283823055477,30.8673491865725,23.5760812360355,23.7527882063544,59.9999520000384,38.6508753102765,48.581376576236,15.7880131138023,13426.8287786992,4451.73954083674,0.0061870518241532,0.0146240917004279,0.458019039412076,0.709163033789961,0.0556787448164953,0.141654286374534,0.626612056897386,2.07709987776059,79.729495882087,18845.5862612373,54.1640802887832,5449.75864706487,0.0360209841239891,0.141594244856389,0.0861321069182271,0.0320886039186349,0.0317788001110231,0.0446766820806829,0.0448234749747309,0.0001311518597652,0.000580971211238,0.0001275062488467,5536368.51681391,2292152396.17908,74071708.16003713,291831234.1185386,585514944.236448,596434574.566417,246675379.2277768,0.06526479918155707,0.0,0.0,361333017.3489086,2546371896.010055,6447109324.646569,1720456132.1491804,4726653192.497389
68,0.6937533666002428,0.826377664451533,high,2.0781259453476455,0.40927188688430693,0.6943853044323001,0.9437632975480598,0.9939141120752059,0.7459890640754889,0.04979985422133874,0.8047227760416416,47.9789879886586,19.0602425456239,15.05218347177,31.7487714422411,59.7293544849898,16.3292458466407,23.0647809427296,25.4476533384615,2.47120431881994,0.981716281878129,1.20532654648719,0.616215272143289,0.508537712036793,7.76584329739969,10.7656641544269,12.2089020445116,125780373.485802,22.9441528220152,0.717006313985186,26953147087.9147,4693.38823538245,246.239691029537,237.084048755388,256.079170317536,259.578577443114,174.127402431558,175.122762716605,1891.0507241444,1286.92700318357,1175.4538771747,1240737.27681859,0.226328360318553,16.2200305135183,0.980896568635636,1.1049948740345,0.184159653993915,0.169543699379912,1126.1451279007,0.0717453024148943,0.0545771062616526,2.86546606119505,0.495087398651274,0.271689745494285,0.245110152013628,55980804.0232902,0.0,2388386.20683254,1920536068.462,0.0,0.0,244567436.952386,2590071971.31733,1961762229.99282,5237498169.69327,10246558423.6843,13613963589.8781,22.7557064902133,6.77150676999951,0.244361801279641,0.395974257917946,0.375506060850165,0.249073290335096,0.20761848640611,0.207370914278059,2.33906225454227,2.39994294821917,1.32778383966915,1.3303474273599,28.8794203516643,29.9790131491744,29.8432510830515,31.2749385558698,23.6052273886689,23.8098023877428,59.9999520000384,40.1571928711527,48.7805590062229,15.501213658673,13481.8784411755,4370.87081685693,0.0058212547812728,0.0139859204920393,0.430939581382361,0.678216330262042,0.0505837081324992,0.13151555867738,0.569272197188828,1.92843406185491,78.9799478437868,18719.48265411,54.2157098390166,5456.12328149353,0.0361523383609188,0.142020851718101,0.0865137461748409,0.0322041348516225,0.031980951042206,0.0446699716660399,0.0448000708536186,0.0001292842294234,0.0005674966513036,0.0001249771104655,5348377.73842563,2223472695.6445,73550841.50140692,132549768.89318441,996348467.2451235,572994532.0377445,408315591.32969,0.06344907378767466,0.0,0.0,362563168.9428126,2459908281.2157764,6296116633.697885,2110208359.5057423,4185908274.1921425
69,0.051632016450675625,0.3062483489108691,low,1.0486995658660379,0.8986451485795997,0.7145546862068324,0.3094928644559138,0.5259207618016667,0.5227425002966575,0.37453340907450605,0.9262646133090011,50.499152592716,20.0614089024379,16.8489399338931,34.0489555651423,62.4781473693884,17.6907564928768,23.366484879609,25.832588332217,2.01715339012677,0.801338971064419,0.923030691147621,0.624166263674276,0.515041090971641,8.42980248549284,10.9449726425692,12.4534878679166,131333168.231597,23.9570626083832,0.744354011300155,28611215306.4287,4991.58734102626,248.815393041496,242.867271447275,255.135990136553,258.681223750158,174.161303705186,175.051622580897,1891.0507241444,1286.92700318357,1176.02233154261,1379041.68655394,0.251557077844062,31.9294189749441,1.04449208795593,1.1218175354189,0.191231196916684,0.0778059789440742,1148.86659329698,0.0502385187026621,0.0478156414371869,1.08674635646039,0.521354404645559,0.259281643208868,0.242075893101396,59017578.6368801,0.0,2388175.48482635,1054417383.18468,0.0,0.0,255351400.928779,2730763874.32757,2087817658.27946,4686484021.87528,10700592326.0841,12657903591.0048,24.0226120768959,7.30800138903695,0.185519163908711,0.395256523957282,0.375506060850165,0.286079552444019,0.211827412790975,0.211378045743636,2.34275183061349,2.40443580071009,1.32921342496477,1.33310863685941,28.7807377166164,29.2840137708068,29.7938498560761,30.6372943864583,23.5454266586637,23.7000144681549,59.9999520000384,36.8191255089447,51.8809011788508,16.4210765079024,14338.7451345664,4630.24416475982,0.0030424237046662,0.0100199274418369,0.225226492730483,0.4858942550805,0.0408237582070764,0.11706307906123,0.459433113744317,1.71651499881524,85.7639070516605,20275.1186966882,55.0279571170239,5540.0628482327,0.03773699316761,0.158954230120502,0.0914019022658728,0.0333915460151258,0.0343344683526569,0.0446826760889163,0.0447932457192083,0.0001202050601263,0.0005368127145345,0.0001145832969664,3048818.59223826,1371174538.23517,77377206.5515,267127415.8593899,715552457.0810001,461371250.1483288,414366405.8620497,0.03309923356421547,0.0,0.0,378550040.3013548,1402259613.9926338,4467914476.25359,1858417528.9507685,2609496947.302821
70,0.5335012235513062,0.6393812230008583,low,2.053483618927401,0.9003639122239404,0.7883973097980757,0.9839039722092289,0.8897250805860629,0.9057136900342213,0.9169848410966833,0.9987855475027698,46.985087941336,18.6654035387538,14.4608785571548,30.9417677249479,58.5942798599662,15.7642618116022,22.9545515288779,25.4042479472329,2.1929510473679,0.871176750609922,1.0349516375015,0.614309657390673,0.510272283435265,7.49139386104623,10.7429313234551,12.2122702801128,123787774.582548,22.5806740654952,0.715274761980481,26610990336.2629,4619.57176901763,247.493806358181,239.514719446987,255.105578839996,259.580736883303,174.107054922227,175.114976792331,1891.0507241444,1286.92700318357,1174.86386179624,1778388.90906413,0.324403766467987,77.7862409772011,1.0025120746583,1.11059343138389,0.188218906839092,0.123743646996393,1174.89180333449,0.0630917695572601,0.0526493881320919,2.47824707436565,0.585874431322569,0.267501850605,0.244383034052648,54914167.5654606,0.0,2388217.15727473,1937478588.1612,0.0,0.0,242161779.120165,2541416842.00307,1930456820.30606,5055201453.71727,10148772158.3413,13374466179.5419,22.2977752558135,6.67164269377884,0.203023488604022,0.39616799401036,0.375506060850165,0.253453353911019,0.20539267278005,0.207864534403092,2.33642305537793,2.39659234721413,1.32676042276158,1.32836736864403,28.8927369223579,29.8988257655481,29.8750144409833,31.2139982041454,23.6396896668519,23.8098505454577,59.9999520000384,39.5945161078567,46.0970681137767,15.5368689416923,12740.220314516,4380.92452229237,0.0046600063797107,0.0120580252961935,0.344973940149819,0.584727309957612,0.0513815353900536,0.136890510728562,0.578250994763246,2.00724785940537,76.7118418778672,18059.9882429427,54.136132725833,5446.38331070221,0.0358172230419287,0.139122342036034,0.0855160373124945,0.0319402212153071,0.0314682018150734,0.0447109664570159,0.0448167352537277,0.0001270098559141,0.0005288064988456,0.0001209986173605,5415800.46065136,2236942752.0041,72206563.08196458,267600075.86158362,933835048.3516378,652856845.0171106,436519192.9394227,0.06536980507021159,0.0,0.0,358996860.4517442,2490918378.26887,6344465507.815704,2290811162.169755,4053654345.6459494
71,0.011875852648468419,0.8163439786038105,high,2.6127207774769863,0.3333689922967058,0.7294596017460393,0.057489567043905676,0.3463802421638725,0.5391937700914742,0.3270758509457199,0.6774975984753266,50.4992361093882,20.0614420804622,17.1738742953101,34.2505444495294,62.3533581547656,17.6202069930837,23.4922114681197,25.968309847625,2.24457391997305,0.891684571095602,1.06120050804016,0.62651587077378,0.517198116541849,8.40472249461491,11.0088741355137,12.5095461134616,131323941.744733,23.9553795642106,0.740017624720886,28345956158.5127,4943.82283421556,246.434070611022,238.329247755709,255.80639297434,258.746897789624,174.166864086872,175.050405111338,1891.0507241444,1286.92700318357,1176.01024020007,1295983.67386158,0.236406099328949,25.9314051328415,0.982172543929124,1.10548356489192,0.194868625156074,0.162518476997798,1149.14899039808,0.0710008787905565,0.054205454327511,3.13451010801444,0.523562065310626,0.271005895067966,0.244417813202398,58967397.8866263,0.0,2388202.78090684,670219640.676854,0.0,0.0,255766175.990349,2728669772.01606,2065774532.49178,4813615672.37522,10705858415.4832,12348386918.1844,24.0353117050805,7.29930826791123,0.220033778100515,0.395184305344482,0.375506060850165,0.287883696747144,0.212489757545226,0.211499502776066,2.34247936781172,2.40363224938887,1.32910823151845,1.33290539150525,28.753276384766,29.2485207930358,29.7904203910146,30.6133735407288,23.5380901310079,23.697954348585,59.9999520000384,36.8694785780566,52.0895465843938,16.3946689161955,14396.4101562912,4622.79802702653,0.0055707818705069,0.013503358830757,0.412397412147588,0.654815568100813,0.0505024217007248,0.131931396919282,0.568357394630332,1.93453156573939,85.2886574382793,20199.4225181693,55.3032472783806,5570.17889687995,0.0377530606043974,0.159427675672566,0.0914963368830617,0.0333966554876136,0.0343489852179307,0.0447161050490616,0.0447950703578355,0.000117265752681,0.0005477841669034,0.0001125272335464,1973593.79921147,987341417.334736,77314008.33435646,111676472.88159409,607828145.2983235,469596885.0457371,418837880.5238118,0.02104087578305089,0.0,0.0,379164930.6669539,907725663.3458161,3602984356.107256,1607939383.7494664,1995044972.3577895
72,0.3961471519208769,0.37352568640438955,mid,2.0690821712852947,0.24671074904175777,0.5970275066535683,0.05449840433451995,0.2997838329311606,0.4319265620445457,0.3092319615849384,0.8451954928502547,50.0410519863307,19.8794228073985,16.3680346262531,33.64458677933,62.0141395047975,17.3124387863726,23.5801078626151,25.967135674135,2.29317392938393,0.910991522032331,1.09021804584119,0.629475007113518,0.516586240443639,8.25060159139,11.0321311464452,12.5182495796136,130322570.411103,23.7727150015793,0.737225365077752,28172048105.0508,4912.334744266,247.10650766167,238.883647572047,256.3268364302,259.486331346961,174.163049253583,175.058665787218,1891.0507241444,1286.92700318357,1175.93254371741,1361931.36402038,0.248435908426575,27.778403193458,1.03568769984998,1.11943276960308,0.176963634544871,0.0874231051513696,1148.08324382952,0.0523123802379332,0.048617526904681,1.13035410589636,0.515249403406419,0.260599756412463,0.242301545926681,58456000.3145507,0.0,2388199.91717402,659696278.258835,0.0,0.0,248428810.154495,2703619096.05955,2053003548.94418,5094416637.50342,10414466419.4144,12524073289.1369,23.7989310828598,7.21911144428175,0.218849712347726,0.395608003071327,0.375506060850165,0.285221752479404,0.212083369173241,0.211131142562472,2.34425274522446,2.40545399128896,1.32979460959862,1.33422963561503,28.7416242197352,29.2604103609227,29.7867762352032,30.6457364377717,23.5394671340791,23.6976978483277,59.9999520000384,37.685080771373,51.2453729008945,16.2227279603671,14163.0990336629,4574.31590668415,0.0034053187041309,0.0105553920423821,0.252091116429511,0.511860428459917,0.0424466746540013,0.119645226972211,0.477697516369265,1.75437745428713,83.8348603292685,19845.771534489,55.3033010967524,5569.85175441346,0.0367403988821848,0.148256700520342,0.0881937990924712,0.0326514382970187,0.0328411926483532,0.044708641472536,0.0448160236957089,0.0001189341482911,0.0005359525103981,0.0001143301551957,1949731.59586331,968969288.645055,76669594.1793956,87845455.98648338,579870299.7586963,415963281.0222728,379108251.9960705,0.02089774864740678,0.0,0.0,368287527.51676315,896750591.1846879,3571772851.903909,1462787288.763523,2108985563.140386
73,0.11841655352173991,0.698778459142553,mid,2.9946721793844224,0.6781731747269717,0.35999473334570375,0.5261219402476207,0.04207488018447044,0.5432698377872216,0.9084652881041488,0.30220507827528265,49.7196856626886,19.7517560863734,16.3122835485269,33.3606035517297,61.6182065471797,17.185650891459,23.5457017452667,25.7122007793242,2.24458890777582,0.891690525184424,1.06023715983922,0.631866669273703,0.514275153119678,8.18731728049773,11.0196334191514,12.369862407313,129741495.251437,23.6667185182254,0.73699329761251,27998887024.4897,4872.86477073094,246.705394164557,238.795052589075,255.279018807243,258.940834122811,174.165963035883,175.048325915999,1891.0507241444,1286.92700318357,1175.76134178234,1666225.27869199,0.303943503829151,75.7523697255454,0.995566569552569,1.10889635395272,0.145235341726126,0.133515477658838,1186.10721602302,0.0654403538352436,0.0531853047844874,2.84498175788083,0.580406353886185,0.268285819553654,0.244261836526422,58096574.9116322,0.0,2388136.43235715,1363444397.91621,0.0,0.0,250112739.366312,2687545664.1869,2035603673.8938,4994461908.89254,10472665546.9478,13101555675.5878,23.6328289343935,7.13267031132827,0.213938188569345,0.395708588074966,0.375506060850165,0.293715970629589,0.212415500786264,0.211892079802705,2.34241147843289,2.40355382424345,1.32908205805785,1.33285513957223,28.7132613539106,29.1156338289226,29.7935902061495,30.5267994197861,23.540170579582,23.6868149532117,59.9999520000384,36.7121210242063,50.3322666962066,16.32981620194,13910.7364714808,4604.51153395734,0.0048755546838629,0.0123660066190593,0.360930688213456,0.599662184119252,0.051607653380633,0.136504232205869,0.580795740691795,2.00158379449918,83.3963583847269,19695.1987876966,54.7676237394011,5513.90063139669,0.036943695899193,0.151414279218143,0.0891716724085777,0.0327721966650521,0.0331559978861187,0.0447207495373196,0.0447432628425385,0.0001244181768655,0.0005558487606143,0.00011978901347,3849007.55488429,1674041848.62651,76216603.31042689,206497623.04991722,425244928.11068225,471634918.8936108,307998420.0037111,0.04346493484084865,0.0,0.0,370783897.1026726,1770294848.6037657,5102178937.95251,1411375890.0579214,3690803047.8945885
74,0.4689783195335819,0.38308210348592386,mid,2.9020249710127874,0.019961150658716533,0.10657410911198151,0.6292049827303657,0.8174125438452737,0.8018788130650472,0.6956047007127607,0.5914774941523955,49.5023239638516,19.6654064805638,15.7689808593352,33.0029613463617,61.5127552124278,17.0407109606725,23.6334406032517,25.6461132828133,2.38458586264466,0.947306035792519,1.14634241301139,0.632726169327956,0.51188624508965,8.09298742612278,11.0592150650797,12.3345727324075,129225925.557791,23.5726711759128,0.733576841814166,27840064183.3862,4846.68358483596,246.457330522313,237.294244721889,257.076348650702,259.561175943962,174.143025118583,175.069081045615,1891.0507241444,1286.92700318357,1175.67326782831,1574353.69478237,0.287184802906222,56.8849535040582,1.03425019971543,1.11907492066346,0.114041280043572,0.0853487753694352,1162.43804650817,0.0526277784600353,0.0489282067014004,1.4088596666702,0.561407444842134,0.260821482336196,0.242757475599269,57818141.4003819,0.0,2388266.00654586,1511293843.30495,0.0,0.0,244579945.247367,2673028572.87974,2024886785.39544,5287304006.4305,10255175546.0,13454759850.2958,23.4854654845638,7.04905665628412,0.227917101976876,0.395703922894307,0.375506060850165,0.272877045007677,0.209535444388941,0.210237388539268,2.33813898155599,2.40098771636897,1.32742583750205,1.32965511623551,28.8503945620223,29.5617314137493,29.8317889745663,30.8652021893216,23.5838058578827,23.7483180430379,59.9999520000384,37.8058747705349,50.0363951586841,16.1791701541118,13828.9640567249,4562.03393003383,0.003391285278969,0.0103863296080119,0.251052241033769,0.503662119032303,0.0447889575252249,0.124961008922124,0.504057713471591,1.83232363100341,82.6613590265129,19528.5118000904,54.6275555502497,5499.50267941001,0.0361863963409006,0.142712192498937,0.0866113514541335,0.0322245955477674,0.0320224853220305,0.0446973911424019,0.0448080196849215,0.0001277723601828,0.0005626691549538,0.000123319000582,4245289.33224382,1816080195.95924,75865913.35424751,25489316.431147046,890447526.3071642,600939406.5325236,231972232.73359445,0.048397458423647996,0.0,0.0,362581712.07808405,1952558868.3677406,5412325080.091563,1748848482.0044293,3663476598.087134
75,0.795363874968905,0.6124323819936288,low,1.7157353952652283,0.31548078299258187,0.9154506022950974,0.2700274231031753,0.10746178746709595,0.8170430674251463,0.9317287859395564,0.1940832226317667,47.3576682331381,18.8134156379491,14.5569870329924,31.4235205961948,59.0124626988705,15.7817530588795,23.2904898788046,25.8621120408069,2.32789769986894,0.924785966544152,1.11398532402583,0.621670517441978,0.516293370771364,7.49375516761703,10.8825941171783,12.4674817133249,124602103.275671,22.7292193549117,0.719063641789153,26847896597.3896,4662.59592546161,247.833568087262,239.210549998023,256.571200578262,259.938028674853,174.139396145909,175.086763300642,1891.0507241444,1286.92700318357,1175.08603206427,1820076.14001755,0.332008118174175,79.9920523545436,1.0059628328328,1.11160270760188,0.204286221370043,0.119695700929423,1186.56393153333,0.0617219752716413,0.0520477270983109,2.35880938586089,0.587306758434471,0.26648892210099,0.243681444876151,55377512.8544887,0.0,2388194.84610819,932487463.496274,0.0,0.0,237406813.324613,2560912102.70379,1948310795.89112,5367463776.80669,9952363991.2495,12675616327.9298,22.4693788142598,6.76424468832717,0.215466089368351,0.396158314431808,0.375506060850165,0.272446737573298,0.2091699804404,0.209647123905383,2.3378880884254,2.3974847614301,1.32732867456776,1.32946712708985,28.7634722261017,29.482906428806,29.8406331313879,30.8894975134974,23.5906274931677,23.758545715442,59.9999520000384,39.8756945092397,46.5417701342417,15.660448925242,12863.1262160594,4415.77031924342,0.0045377690104044,0.0119331113118745,0.33592487379945,0.578669882125713,0.0512604329803988,0.137067886849017,0.576888100713476,2.00984875435564,76.6782685518935,18085.5933067416,55.0798984167289,5546.95120750579,0.0351312341908178,0.132070250498505,0.0836549256703353,0.0314104487797872,0.03046647365022,0.0446469259428425,0.0448133046898885,0.0001203732681231,0.0005077676438744,0.0001143152301779,2688629.09340865,1227659984.52148,72790394.97639893,106757215.32296002,464477072.4802576,608521533.7125732,474635180.68852925,0.031210812195486937,0.0,0.0,351947780.29400575,1236595710.9716902,4143373465.7031617,1654391002.2043202,2488982463.4988413
76,0.38788829373500716,0.6065819987342296,low,2.891839005527612,0.4610720240885185,0.004514911219516243,0.7475869254865355,0.7014091918356102,0.5877123793149343,0.3045882214842575,0.5835581955971163,49.6025870874373,19.7052372384443,15.9456060757186,33.0781181030773,61.5993317150626,17.1182915541596,23.63064261372,25.5808008144237,2.16743181909117,0.861038923596009,1.01237660116004,0.635435180879336,0.511972402435072,8.14742972629218,11.015318350889,12.3060821734851,129366760.484906,23.5983614962772,0.733515969561154,27937259341.0152,4869.56650773378,247.120420262356,239.188560156107,255.73771187718,259.300064545709,174.144311446138,175.066378309439,1891.0507241444,1286.92700318357,1175.74062325729,1381066.45310574,0.251926424443266,25.8819515481148,1.00634077256078,1.11168251433619,0.103377139657164,0.123033824914422,1142.5833735572,0.0613072963822497,0.0521273736644619,1.67687560227893,0.521349163006145,0.266077393722141,0.244008206306671,57959268.2703399,0.0,2388198.60362238,1691814870.94359,0.0,0.0,248811313.815014,2680745066.82099,2034802654.02875,4998567716.6284,10423932667.6892,13429436529.2099,23.5412707705835,7.09429500829127,0.200610394829506,0.395664675300584,0.375506060850165,0.275593350028588,0.210059624705018,0.21043350435674,2.3416763260646,2.40377371388624,1.32879761369791,1.3323057921118,28.8187788514213,29.484830047685,29.8131106576107,30.8058707536135,23.5697719569122,23.7279772299361,59.9999520000384,37.5109782888213,50.312561125346,16.206295354437,13905.2902831556,4569.68241157297,0.004588073121798,0.012021510724351,0.339648818811362,0.582956616428348,0.0470092098511741,0.12657951910617,0.529044571228163,1.85605610950072,83.0117520805003,19619.6914449557,54.4971695634231,5485.21966274676,0.0367733817742959,0.148594851846235,0.0883614503145601,0.032673500434544,0.0329069915415257,0.044664100645063,0.0447939080898676,0.0001275318787072,0.0005565668920047,0.0001222698711152,4748532.96704029,2000973651.63256,76043661.96547927,146794806.6243426,820845515.1013662,493856189.6574671,201354473.36585486,0.05406203438453072,0.0,0.0,368854576.59336203,2184018433.351527,5823963243.398124,1662850984.7490306,4161112258.649093
77,0.462436581564646,0.29488605377813215,low,2.654420836182623,0.8072117913439797,0.0016806306425556732,0.4486645053572437,0.4220353528104658,0.6319409470607655,0.4918560431828676,0.40900343821425045,50.1631466683207,19.9279264201218,16.1045138597783,33.5490061355326,62.2798122559228,17.3667555462772,23.8033538588224,25.7593412850111,2.25434946623607,0.895568026970768,1.06397221469829,0.6392403548645,0.514132393487157,8.26153577122995,11.1133214529925,12.4268451518554,130624673.15222,23.8278228953472,0.739318337397426,28258426346.6965,4925.68972803079,247.175226573356,239.546180198146,255.187476924951,259.387934445016,174.159903608688,175.051856090094,1891.0507241444,1286.92700318357,1175.85918860682,1485023.91739194,0.270889764123926,39.7266393403671,1.04577946660371,1.12215649702501,0.103355720591493,0.0762925451850412,1156.25858333931,0.0496905858119173,0.0477205502091732,1.15912021425394,0.537190344792639,0.25860521322769,0.24211035737173,58620466.57624,0.0,2388168.96500196,1258039776.60524,0.0,0.0,246328479.802761,2710325399.39714,2058196920.22118,5191779872.77872,10330176087.5235,13225324012.3318,23.8229115476375,7.19849172601546,0.20889549154218,0.395901429985259,0.375506060850165,0.287029087395368,0.211587620622677,0.211423781483455,2.34094748918195,2.4029404306717,1.32851425750537,1.33175903000954,28.7750978168686,29.265677431983,29.8043318156167,30.6311809586569,23.5526589073163,23.7058164959143,59.9999520000384,37.1544606563623,51.047007486012,16.3576817143234,14108.2751762725,4612.36876098199,0.003017443818416,0.0099619132207773,0.22337726569471,0.483080983538421,0.0419253838222928,0.119461378486362,0.471830876929473,1.75168165398871,84.1908993633121,19904.1598410542,54.8672002623934,5524.30043911095,0.0364489971827978,0.145019117307808,0.0873202843312505,0.0324340093306506,0.0324094399483308,0.0446762947380224,0.0448494411194433,0.0001255935358223,0.000551472089919,0.0001204599315757,3573810.21606978,1565376891.94924,76876798.61961243,241983242.61959442,653221211.6862795,515970473.53038275,200504189.1927667,0.03975859658134411,0.0,0.0,365173856.9576703,1643721849.1211917,4876221490.504078,1611679117.0290234,3264542373.4750547
78,0.6372475416209061,0.7951177244015466,high,2.8623215299325464,0.5107181511298212,0.6102396330579077,0.11483444312756386,0.43699710061162456,0.2289808564580323,0.966020442801047,0.4295145067342766,48.3675330873274,19.214596860523,15.369506091429,32.3481525279652,60.0901497619357,16.2946538844588,23.5764850654493,25.9375936575978,2.6688811628013,1.06024583720824,1.32060992762488,0.628841378738949,0.51701066426836,7.73744704831555,11.0377471278315,12.4905781753575,126808186.210135,23.1316406753739,0.723776384368126,27136588563.82,4714.80142754834,245.376026453881,235.241632910076,255.873743075958,259.993374323146,174.142747304938,175.078868369772,1891.0507241444,1286.92700318357,1175.63706567271,1716031.46583168,0.313028870150979,82.1160444355084,0.984562850311897,1.10604422679069,0.172127880025047,0.15282159587355,1184.07314184652,0.0699335396652574,0.0540372826918017,3.96924285683487,0.585928505913617,0.270446505755597,0.244378021660824,56448130.563927,0.0,2388237.28186089,725657672.176055,0.0,0.0,239076357.997202,2610819859.9473,1969277014.32597,5594854149.53803,10016622356.8427,12755235423.2638,22.9540505852069,6.88205994470256,0.265988279545046,0.395795886922412,0.375506060850165,0.27373280361259,0.20951262010497,0.209950323594544,2.3476083873602,2.40731273366087,1.33109221099358,1.33673049372601,28.7654782761302,29.4441556388943,29.796138616489,30.816744295508,23.5645901065914,23.7119423753422,59.9999520000384,39.4329192177088,48.298049506203,15.8758095270092,13348.5233800917,4476.49545922872,0.0054202331672489,0.0131815324060702,0.401252496214967,0.639209306299405,0.0549026537537399,0.142430588243877,0.617877879811039,2.08848291853673,79.0005070806079,18677.5930810527,55.2391648346641,5563.42431265163,0.0353547037962078,0.135177796418537,0.0841938024617488,0.0315726529040495,0.0307903258007947,0.0447000714616936,0.0447860597626853,0.0001211293663247,0.0005462276110968,0.0001176712087909,2105974.16964639,1023570398.01904,74139530.6133738,160447491.56070083,662198260.3669747,314490428.2290161,383071889.91737235,0.02378482810365393,0.0,0.0,354422825.27435327,968612082.635851,3679238148.460497,1520208070.0740638,2159030078.386433
