experiment,LUDENSITYMIX,INTDENSITYSCEN,CARSVCAVAILSCEN,SHDCARSVCOCCUPRATE,CARCHARGEAVAILSCEN,SOVDIVIVERTSCEN,TAXSCEN,LANEMILESCEN,OPSDEPLOYSCEN,TRANSITSERVICESCEN,TDMINVESTMENTSCEN,HouseholdDvmtPerHh,HouseholdDvmtPerPrsn,HouseholdDvmtPerHhIncLess25K,HouseholdDvmtPerHhInc25Kto50K,HouseholdDvmtPerHhIncOver50K,HouseholdDvmtPerPrsnUrban,HouseholdDvmtPerPrsnTown,HouseholdDvmtPerPrsnRural,HouseholdCarSvcDvmtPerHh,HouseholdCarSvcDvmtPerPrsn,HouseholdCarSvcDvmtPerPrsnUrban,HouseholdCarSvcDvmtPerPrsnTown,HouseholdCarSvcDvmtPerPrsnRural,HouseholdDriverlessDvmtPerPrsnUrban,HouseholdDriverlessDvmtPerPrsnTown,HouseholdDriverlessDvmtPerPrsnRural,TotalDvmt,TotalDvmtPerPrsn,TotalGGEPerCapita,TotalCO2e,HouseholdCO2ePerPrsn,HouseholdCO2ePerMile,HouseholdCO2ePerMileUrban,HouseholdCO2ePerMileTown,HouseholdCO2ePerMileRural,ComSvcCO2eRate_Metro,ComSvcCO2eRate_SalemKeizer,BusCO2eRate_Metro,BusCO2eRate_SalemKeizer,HvyTrkAveUrbanCO2eRate_Metro,TransitTrips,TransitTripsPerCapita,TransitPMTPerPrsnUrban,TransitPMTPerPrsnTown,TransitPMTPerPrsnRural,SovToBikeTripPerCapita,BikeTripsPerCapita,BikePMTPerPrsnUrban,BikePMTPerPrsnTown,BikePMTPerPrsnRural,WalkTripsPerCapita,WalkPMTPerPrsnUrban,WalkPMTPerPrsnTown,WalkPMTPerPrsnRural,HhFuelTax,HhPevFuelTax,ComSvcFuelTax,VmtTax,ExtraVmtTax,CongFee,VehOwnTax,EnergyCost,SocEnvCost,CarSvcCost,TotalVehOwnCost,TotalVehUseCost,HouseholdDriverlessDvmtPerHh,AdjDriverlessDvmtPerHh,CarSvcDeadheadDvmtPerPrsn,DriverlessVehicleProp,FwyDvmtPropExtCong_Metro,FwyDvmtPropExtCong_SalemKeizer,ArtDvmtPropExtCong_Metro,ArtDvmtPropExtCong_SalemKeizer,FwyExtCongTTI_Metro,FwyExtCongTTI_SalemKeizer,ArtExtCongTTI_Metro,ArtExtCongTTI_SalemKeizer,LdvAveSpeed_Metro,LdvAveSpeed_SalemKeizer,HvyTrkAveSpeed_Metro,HvyTrkAveSpeed_SalemKeizer,BusAveSpeed_Metro,BusAveSpeed_SalemKeizer,NonUrbanAveSpeed_Metro,NonUrbanAveSpeed_SalemKeizer,AutoFatalCrash_Metro,AutoFatalCrash_SalemKeizer,AutoInjuryCrash_Metro,AutoInjuryCrash_SalemKeizer,BikeFatalCrash_Metro,BikeFatalCrash_SalemKeizer,BikeInjuryCrash_Metro,BikeInjuryCrash_SalemKeizer,WalkFatalCrash_Metro,WalkFatalCrash_SalemKeizer,WalkInjuryCrash_Metro,WalkInjuryCrash_SalemKeizer,AutoFatalUrban,AutoInjuryUrban,AutoFatalRural,AutoInjuryRural,OwnCostProp,OwnCostPropHhLess25K,OwnCostPropHh25Kto50K,OwnCostPropHhOver50K,OwnCostPropUrban,OwnCostPropTown,OwnCostPropRural,VehCostProp,VehCostPropHhLess25K,VehCostPropHhAge65Plus,RoadUseTax,TotalTaxRev,TotalFuelTax,ChargingCost,LaneMileCost,OpsCost,SOVCost,PerMileCharge,TDMCost,TransitCost,VehOwnTaxAdj,AnnualRoadUseTax,TotalBudget,Costs,PresAdaptBudget
151,0.8156302169128145,0.9786383896607652,mid,1.170252915585015,0.8278828976718792,0.8814054078744589,0.54983461709305,0.4688675684616936,0.14975051707111398,0.43276303750616213,0.9751136655543154,46.834051616013,18.6054025025807,14.5047663730662,31.0277005335248,58.3432260215114,15.5531278091254,23.1279083086133,25.6821683042601,2.34478577030631,0.931494960046475,1.12650866401934,0.616876312452799,0.513346520822891,7.39137266577452,10.8235734710124,12.3667817140662,123362851.561497,22.5031619826288,0.712835928924108,26580824750.3632,4620.43838783388,248.338534315127,240.600330388567,255.377477786289,260.004509902274,174.124618113994,175.114381358181,1891.0507241444,1286.92700318357,1175.25067176348,1475239.18860042,0.269104888578618,29.9051266198885,0.964200044909767,1.100803556203,0.202592117019992,0.202801307845444,1153.38988220418,0.0792702019430859,0.0555123319543579,6.68104010480848,0.541899454553701,0.274993403770026,0.24535360580238,54713515.3290818,0.0,2388283.24055536,1317574310.91926,0.0,0.0,240371717.025434,2532540793.50827,1932372062.75942,5229800603.94129,10069497832.5053,12874215253.7331,22.2341847884527,6.66033057202864,0.223049411887032,0.396125875104758,0.375506060850165,0.256514615895131,0.207221945063729,0.207925692097831,2.34891701688359,2.40653174296037,1.33158797396325,1.33725704391827,28.7843172027208,29.7478324021037,29.8155914818411,31.1077561772751,23.5906645753482,23.7541103307404,59.9999520000384,40.8234307049737,46.139543610487,15.3888636198429,12751.9596117902,4339.19152278306,0.0064273693056262,0.0151416500763499,0.475809416015765,0.734260884347171,0.0558895522475906,0.141544534984023,0.628984496837317,2.07549057524211,75.5084624574402,17824.7971560369,54.720467851213,5507.02983310202,0.0355370767775914,0.135871697394949,0.0847499366971498,0.0317302345867238,0.0310572738555367,0.0446831321659527,0.04482583263801,0.0001222592515046,0.0005231368366477,0.0001168260482859,3749645.12524881,1615047826.51433,71953805.072204,247667796.85976678,681320541.0770161,274875258.535557,464421622.36233765,0.044599586427902446,0.0,0.0,356343152.3630568,1724594549.2875872,5000302772.492691,1668285218.8346775,3332017553.6580133
152,0.551708321035783,0.01879188845165098,high,1.76035331563524,0.16344417033313396,0.4139180190291243,0.5027857749673231,0.9087552816567478,0.507791947450822,0.6490212043408765,0.921133550303733,49.8661738338993,19.8099503124375,15.8691949008806,33.2377747316273,61.9704893567262,17.293615131819,23.4853162014588,25.7143794584184,2.62225219503995,1.041721906787,1.29292565133093,0.628854027368025,0.51315151827438,8.22073302163096,11.0075573873506,12.379617771957,130009083.091973,23.7155303967117,0.736618572061738,28041665412.9244,4884.07279518631,246.546443487033,237.610634545457,256.997328632103,259.631338392174,174.146488638289,175.075231342189,1891.0507241444,1286.92700318357,1175.94518979627,1509963.38869515,0.275439083107669,59.9507249537764,1.084064085953,1.1324014262701,0.152099891587286,0.048581178679277,1158.34259606228,0.0429023296294235,0.0454068302570023,1.02950104317987,0.548159788906613,0.252985393328298,0.240616222914765,58183653.5688748,0.0,2388243.74709037,1332046493.56156,0.0,0.0,243303974.076355,2689296182.91031,2041887716.27486,5515051237.14544,10209577494.8911,13487826374.4325,23.6849669581268,7.09119116956388,0.260739900375627,0.395907031932389,0.375506060850165,0.270544571038696,0.210141998134262,0.20993326349743,2.3429983895533,2.40457137131492,1.32930910412406,1.33329329633677,28.8369512039124,29.57300833861,29.8054121167706,30.8831379170431,23.565484710867,23.7348496373939,59.9999520000384,38.0235980052629,51.0958397115063,16.1151396820875,14121.7713341998,4543.97928426716,0.002057319826069,0.0080182043809721,0.152300591183186,0.388825115490202,0.037405346421237,0.112885318292868,0.420962094911067,1.65525581207709,83.7393977656534,19820.3909387645,54.7797666829046,5514.17945985694,0.0360259876261549,0.140455082614649,0.0859519167732974,0.0321205443049585,0.0317933386365643,0.0446838407539231,0.0447821173133056,0.000128086374545,0.0005754665388077,0.0001248079975248,3768414.52374636,1635922364.95388,76326466.0921558,64947146.84161184,945253168.9940487,453895973.725411,324175405.70873725,0.04234829933218641,0.0,0.0,360690126.8490502,1733227260.187164,5027409147.83786,1788271695.2698088,3239137452.5680513
153,0.4004737499547009,0.3596890248308065,high,2.3994621627095856,0.5776795246920726,0.6680074594718763,0.6300114943657925,0.0860259498690345,0.5957336450048455,0.5873231150473953,0.897308368005374,49.2365032446399,19.5598059334447,15.7876601834793,32.7903313953515,61.1642236494666,17.0015059255826,23.2377360003614,25.640479560002,2.49388781520016,0.9907275795506,1.21657054754229,0.621704470900308,0.512655759455934,8.08892157805137,10.853177457344,12.3433512872388,128625554.336126,23.4631548127627,0.730075853174683,27640699192.2103,4811.7437500478,246.001609955668,237.080946785303,255.80941229766,259.550918173492,174.169897263031,175.068745835749,1891.05072414441,1286.92700318357,1175.82462304162,1472118.81609529,0.268535687664078,47.2864583736841,1.03741693435027,1.119876636557,0.182012363908193,0.0835757109166272,1166.76931826284,0.0520273002296491,0.0486149317820684,1.28231255202862,0.547010944683855,0.260665502872192,0.242633433025431,57462836.1213636,0.0,2388251.39386481,1504489694.34862,0.0,0.0,246088883.4124,2657916673.30886,2010619041.381,5257512119.79423,10318455757.7529,13374539935.6256,23.3781898468491,7.00389060219195,0.247560430503797,0.395599432857131,0.375506060850165,0.281151246586212,0.212263428772443,0.210631868603557,2.34154413046052,2.40224987205836,1.32874611221614,1.33220676625707,28.7223147524529,29.3247375148929,29.797462017971,30.725777202985,23.5433612740506,23.7201268595418,59.9999520000384,37.8018180203829,50.2590693091089,15.9604309409475,13890.5063163705,4500.35612438748,0.0032976966908252,0.0103828249080641,0.244124005024137,0.503492166347487,0.043667307490675,0.123000308604346,0.491434594225913,1.80357356282958,82.3557312834751,19487.3081843604,54.6242021308834,5498.23041166042,0.0364066120582368,0.145087472432153,0.0871613468355163,0.0323949090830347,0.0323475313258791,0.0446960493441994,0.044820137602386,0.0001270105563346,0.0005675754444407,0.0001232291006674,4219764.59411195,1810429665.27624,75418175.82467689,178861869.29031998,451615569.9214207,497866822.50242275,400402237.84156287,0.04843605000540317,0.0,0.0,364818663.2015471,1940819137.5975404,5393233961.690428,1528746499.5557265,3864487462.1347013
154,0.7075009780180804,0.8801930352375804,low,2.01170616825548,0.4205923164581872,0.3627314476284865,0.513120542819538,0.7600625895965776,0.28941240613110275,0.31464081801647753,0.8715915569106681,47.9081805963226,19.0321134389352,15.0290446138955,31.8751242167525,59.6039943710492,16.0826730466642,23.5255858319976,25.7071222785215,2.21608210289887,0.880365846654649,1.04349823276394,0.629839563580104,0.51381454217412,7.64480747230716,10.9931743103514,12.3980208001547,125678673.235091,22.9256012306207,0.720179902772831,27081845528.0721,4713.39080088516,247.654618915978,239.297813940583,256.116260199617,259.779869698679,174.123599592786,175.096306202504,1891.05072414441,1286.92700318357,1175.39722061023,1422640.72498617,0.259510170786619,24.7470813665159,0.974913813235085,1.10358380127983,0.144622725417391,0.179451915757106,1142.75299676036,0.0741220427386939,0.0548561306923789,4.08440736165469,0.528873382109254,0.27245018322136,0.244977583824227,56015315.1180904,0.0,2388235.25299705,1295054735.44676,0.0,0.0,243156751.444429,2591219551.87574,1969431861.84312,5126972469.30362,10186269470.6701,12919038727.3959,22.7451464307845,6.84784561119987,0.20454626203254,0.39616217172746,0.375506060850165,0.262038555439474,0.207275872049021,0.208849537466674,2.34660826425471,2.40808894448631,1.33070607596898,1.33598642410204,28.8238707951854,29.6834661688029,29.8180210524085,31.0092999196681,23.5940439366507,23.7431344917449,59.9999520000384,39.8684359799616,47.5095009847178,15.7502494777858,13130.5858343108,4441.09134397696,0.0059975550783294,0.0142486366993035,0.443990852811942,0.690956172597946,0.0530482511127389,0.136383336994756,0.597008317161535,1.9998110883238,78.0777732737826,18431.0212408293,54.7702842139099,5512.42143310035,0.035945755330725,0.139927536549202,0.0858966452620398,0.0320465771528061,0.0316648254609483,0.0446673453695819,0.0448448329536514,0.0001226849150679,0.0005256711577761,0.0001169134128892,3674002.7482831,1596615037.26227,73594138.61195624,135662887.02600145,856037553.7579465,344706203.0655514,308819434.28854597,0.04284281797391489,0.0,0.0,360471874.14690673,1689803942.0027008,4946418515.222557,1645226078.1380453,3301192437.0845118
155,0.9757560059263756,0.3501437453031166,high,1.555949961482935,0.8841475740402267,0.9460665360687504,0.8641357283829825,0.3335832688002601,0.8982252311019159,0.63329857013726,0.35070993120546445,47.5193008203947,18.8776261693824,14.4793409670825,31.2990394205983,59.2958388499654,16.0707104339116,22.948884970017,25.5016675015953,2.68824737750624,1.06793930397236,1.33857110236752,0.613852946341956,0.510788722162374,7.61946291280515,10.73351588855,12.2758951045087,124894943.718699,22.7826376720235,0.717206739553744,26807171412.2037,4659.08409388522,246.804553288685,238.181489794841,255.477920244845,259.730070194836,174.146116358848,175.107522676199,1891.0507241444,1286.92700318357,1175.34846961192,1551992.11506837,0.28310572849993,51.5310813864428,1.03867109150468,1.12018748037959,0.208820560922459,0.0826371772890299,1165.81552576437,0.0518582720781061,0.0485668383442413,1.31786661269017,0.554902561938773,0.260755584717095,0.242752286874509,55445208.8117172,0.0,2388324.64017545,1787813217.0202,0.0,0.0,236758570.937223,2563730880.12866,1948088357.09087,5674361699.37365,9933321470.03505,13775167532.5532,22.5262051565005,6.67599326444415,0.266581642582782,0.396177381542017,0.375506060850165,0.260717818400106,0.209489747915081,0.208408150649242,2.33654803624669,2.396218498629,1.32680834208217,1.32846038631315,28.7965056172542,29.7121059261267,29.8414101183412,31.0915764488582,23.5886015885359,23.7935587641663,59.9999520000384,39.9641021138855,47.741897174147,15.4449619685618,13194.8150526697,4355.00955101544,0.0032946365227896,0.0104076720067854,0.243897464942699,0.504697071532094,0.0444917381394482,0.125154374558482,0.500712788019606,1.83515898283018,77.8630939341635,18418.0319806318,54.3289404423119,5468.05133673162,0.0350616225838919,0.131401483852504,0.0833928155220674,0.0313591281137111,0.030367088247505,0.0446597446301414,0.0447788113629214,0.0001308150934786,0.0005648304857516,0.0001266562432924,5003037.63196291,2082405321.40932,72875862.00212963,263140582.86106235,600149961.2801561,649112615.5509579,483819960.8206251,0.05963889460312571,0.0,0.0,350986782.3085669,2301074139.487102,6005399284.914722,1996223120.5128014,4009176164.4019213
156,0.29233049416310036,0.9468647268774435,low,2.7019940688786246,0.8772136404816886,0.3496419754287614,0.42663768801265545,0.13516745914411837,0.8277956734133314,0.020092878168067096,0.26920320736958475,49.7781650266285,19.7749877322946,16.3366885788116,33.393432543399,61.6907599073447,17.185724654392,23.6137347023189,25.7752342347696,2.09267290417907,0.831340026007568,0.966749469056307,0.633035172908795,0.514305784057331,8.18912807381786,11.0474597404815,12.4080936732869,129692733.689939,23.6578237066753,0.733713290433503,28026525321.1724,4889.5950024203,247.261594728329,239.937589704477,254.942626361127,258.846666495974,174.168577090771,175.05634629817,1891.0507241444,1286.92700318357,1175.74797860049,1241127.43305288,0.226399530438468,14.9475408538996,0.967567643106268,1.10169586081671,0.147323890836903,0.198283614705183,1135.95531767499,0.0773998788970462,0.0552685519742351,4.72693113470318,0.492737434656655,0.273853607664838,0.245134029415266,58168174.0997372,0.0,2388214.41482167,1215683781.56161,0.0,0.0,252230643.872495,2691719866.93955,2043278771.95868,4821740443.52416,10560853441.7386,12840226487.2655,23.6643973632674,7.17262316376689,0.193845341573442,0.395473955706576,0.375506060850165,0.287604071829486,0.21226678742589,0.211318546851916,2.33771130775721,2.39862993002903,1.32725979762282,1.32933389893569,28.7456744366205,29.2480909337142,29.8135848035904,30.6449993489995,23.5514543047033,23.7208590338339,59.9999520000384,37.5671830226304,50.9217365072969,16.2179303503947,14073.6530206095,4572.96312658055,0.0063116623096155,0.0149156718199177,0.467243784326821,0.723302567811357,0.0520232343850709,0.132815447924635,0.585472715161254,1.94749454965007,83.1969885119538,19703.6558464245,54.8974765607643,5527.89507710438,0.0372511309307883,0.153760823154982,0.0898467725885995,0.0330299771726932,0.0335996999382698,0.0447112585251563,0.0448157697728521,0.0001219364791207,0.0005406328287047,0.0001165057460709,3459443.75208053,1528470813.94866,76306923.49803,261233751.13246435,481100475.48647106,613897836.7066658,304892592.62862843,0.03870461337140556,0.0,0.0,373923620.76682276,1591120663.1878781,4791921897.467162,1661124655.9542296,3130797241.512933
157,0.7868813070975543,0.6829407602056994,low,2.5732527641951894,0.2044471970823296,0.9525652630792715,0.5094845428399486,0.9800999052417474,0.7830677773404527,0.47624608597500706,0.16258935015655823,47.5484567278002,18.8892087118679,14.6464371013379,31.4656558218893,59.2607519257821,15.9884073679921,23.1246654576974,25.6976999988432,2.26923618649107,0.9014819595205,1.07725515095227,0.621979492497569,0.519192246256926,7.593312258229,10.8187117811729,12.3715834720402,124927304.152746,22.7885406815598,0.717150394153653,26845551966.3319,4668.19732951574,247.135674168435,238.266102031438,256.22456777642,259.927149295072,174.121185433512,175.115565496925,1891.0507241444,1286.92700318357,1175.25578431893,1517018.25561617,0.276725992506082,34.5403569753313,0.997627129389776,1.10931101879503,0.210108858745421,0.1361260761779,1148.30130869911,0.0649408728549577,0.0530172527478397,2.23625897658452,0.544947070070158,0.268309381370684,0.244220973789474,55563513.1074437,0.0,2387792.18373331,1279843219.40747,0.0,0.0,240787117.501753,2569714587.0273,1950572503.88084,5245917367.56724,10092968781.6726,12954758525.4738,22.5630087783604,6.79616569125784,0.209576591247238,0.395785341395243,0.375506060850165,0.252010045965191,0.206310705726933,0.207766473780475,2.33844970354459,2.39890466749865,1.32754625162548,1.32988813625017,28.8885710244467,29.9317384847815,29.8567094912487,31.227231170288,23.6229039916284,23.8041423939262,59.9999520000384,40.3657538691194,47.5274299251048,15.5885316542672,13135.5410008731,4395.49183603214,0.0050048207777746,0.0126203898551145,0.370500081495549,0.61199793741742,0.0501585190996338,0.132928327226382,0.56448709336991,1.94914971724057,77.4973421139708,18330.7902205448,54.7596507219044,5511.40211476815,0.0356197982810442,0.13636757568138,0.0849246969400888,0.0318021266025445,0.0311808608027161,0.0447051534710512,0.0447958657785882,0.0001230241260948,0.0005188535860703,0.0001168190309399,3623970.23688696,1578581642.2004,73024265.94349626,76222979.19764064,988059943.1450484,591533888.6702263,485769578.92378145,0.04266883537489154,0.0,0.0,356958969.8854194,1666792218.61055,4901637817.855,2141586389.9366968,2760051427.9183025
158,0.4438577991890817,0.5659726412499337,low,2.2430705282686123,0.8569812430943349,0.6601275094064019,0.4042277440066489,0.534635041685969,0.7631253064935292,0.3660429825379684,0.09863084014664647,49.3737531581124,19.6143301481023,15.8135091309408,32.9763252289209,61.3188208309242,16.9946448711672,23.4198167668432,25.7888530731915,2.18615728845147,0.868477846398473,1.02595134153925,0.626505094973807,0.514823201384757,8.08164716981002,10.970622419306,12.4138154635203,128880589.003673,23.5096768115845,0.732448765320968,27852844794.6886,4853.35597569063,247.439292550105,239.941272968652,255.153415165007,259.313527151969,174.151937034623,175.072448483817,1891.0507241444,1286.92700318357,1175.70080549436,1417267.66059863,0.2585300464078,29.1879878968562,1.01152842143503,1.11305208048412,0.181293655286362,0.115779559664792,1148.26000232372,0.0596890186675631,0.0514601444391754,1.58739524536828,0.52810549120656,0.265289240108903,0.243550429339078,57708079.3508821,0.0,2388236.56155724,1172056893.84418,0.0,0.0,247414575.055961,2668955565.31547,2028094737.55363,5031422778.55953,10369422861.4588,12909435954.5451,23.4524516390332,7.09123460227003,0.202684832810834,0.395674376796002,0.375506060850165,0.275615470067143,0.210645717621395,0.210263322335086,2.33877829686273,2.40092825198931,1.32767410556891,1.33013514356907,28.8045922787864,29.4625276491709,29.8211082840685,30.821825742292,23.5689445014614,23.7421500088331,59.9999520000384,38.2089620670749,50.3596090389695,16.0575027047605,13918.2932963499,4527.72740956124,0.0043840129638802,0.0117709815323523,0.324542522603054,0.57080775648612,0.0466876059289974,0.12652849466536,0.525425220687026,1.85530792981282,82.2814526513402,19482.1190998844,54.9226835117715,5531.01314312782,0.0365840501495586,0.146478482977509,0.0877871177112633,0.0325327391951915,0.0326086906860681,0.0446970699648126,0.0448307338872739,0.0001225937228828,0.0005338322571949,0.000116908404809,3341946.52306687,1479567784.81258,75727187.39231715,255669841.8509421,720781025.0115814,581562653.2467647,398038252.8219205,0.03763229755071815,0.0,0.0,366783957.3932839,1537079527.5751028,4689195708.586268,1956051772.9312086,2733143935.65506
159,0.668916855827604,0.6508023824245869,low,1.1224430938086136,0.06937376162493035,0.5048213178831745,0.06199579586782877,0.029543295011962428,0.6089042626564711,0.9013566657045059,0.6300014262034574,48.0966487279578,19.1069847201289,15.1253470703026,32.1211636671085,59.803086785323,16.0982762772459,23.6555136157526,25.9627923078594,2.30168126476956,0.914371165552646,1.09446558200767,0.631903157501974,0.517510740557904,7.65498620656448,11.0583165664569,12.4986829845572,126205434.522013,23.0216900808357,0.726751590507014,27347283136.1247,4754.09538313165,248.814527920949,240.58539134518,257.455826077761,260.230150141592,174.147210420976,175.068862424803,1891.0507241444,1286.92700318357,1175.28728266314,1778962.58997784,0.324508414134316,75.0393103327008,1.0013473783032,1.11048814978033,0.159867077714982,0.126495531733646,1185.96373100721,0.0632070990831264,0.0524802679775145,2.53592268913187,0.583773923893139,0.267026405292333,0.243726038996479,56254533.2380391,0.0,2388147.45257373,645164452.275324,0.0,0.0,239804403.306571,2601195925.59496,1987517532.93574,5304277564.46699,10048479365.9562,12432406300.7339,22.8329928373336,6.90565632276925,0.213144027760822,0.395866444324244,0.375506060850165,0.282778774193877,0.210080459492973,0.210712789317991,2.34132708854531,2.40120654936073,1.32866177355076,1.33204397587641,28.7316084290606,29.2859989780827,29.8185129635239,30.7051349366201,23.5718560258358,23.7186727134502,59.9999520000384,39.0789802800951,47.2669190808793,15.9439371236298,13063.5415075092,4495.70536952661,0.0047203400320574,0.0121677429584668,0.349440358450084,0.590047825708741,0.051627375395272,0.137158097542533,0.581017693471079,2.01117152845074,78.2750666899671,18446.9542803477,55.2969765353846,5568.61077942532,0.035467395664697,0.135506944845729,0.0844433568475071,0.0316757872851884,0.0309625348874711,0.044667861328482,0.0448041094966364,0.0001180636379594,0.0005095767891656,0.000112508519612,1918576.73754151,943611536.272508,73895466.01019925,39077784.44685584,417725977.0071775,504452131.32823557,351446395.3649523,0.021256498832275608,0.0,0.0,355502128.4628238,882421368.8047332,3529056589.3889556,1312702288.147221,2216354301.2417345
160,0.961466069353715,0.5796331226138813,mid,1.2208431359368248,0.6047601079554934,0.5438503422817602,0.03364425055410391,0.41309285806793355,0.3571300153813961,0.7438473951549768,0.978806975204421,47.6743063031677,18.9392040021257,14.8501261430586,31.8154466355259,59.3187074042999,15.844883643194,23.6274138912989,25.976512168087,2.49049400866206,0.98937934820015,1.21081734619111,0.63019940079987,0.517128613572192,7.51796668944807,11.0349226987646,12.5172387078313,125254430.879019,22.848213310856,0.721476044833768,27051040045.7069,4702.12403542502,248.274638939275,240.205443432819,256.368734291119,259.594494832897,174.132632109039,175.086652141795,1891.0507241444,1286.92700318357,1175.30919483821,1665860.24526241,0.303876916470873,58.0515887604282,1.0099377986347,1.11268247648699,0.164546944167989,0.115469956773042,1171.2771114536,0.0601415656251605,0.0515426410954839,1.99111909996627,0.570053557426,0.265375427972694,0.243377696932322,55715167.7059216,0.0,2388205.77033937,598445962.334393,0.0,0.0,236350925.603792,2576812532.63911,1966044545.15488,5551614503.49691,9911728795.00406,12523953459.0459,22.6047215645791,6.80031277355347,0.237013196182585,0.395903847125789,0.375506060850165,0.270031394595685,0.208019143143028,0.209531307302666,2.34548761573317,2.40585569976203,1.33027295663749,1.33515205941446,28.779341145196,29.5112682001627,29.8181552102888,30.8860203642358,23.5878243531236,23.7302279486163,59.9999520000384,40.1347524239522,46.6488823244422,15.7618551427861,12892.7296801704,4444.36378854659,0.0044096886568307,0.0117776970595174,0.32644325926337,0.571133411146628,0.0496123500922669,0.133557494517013,0.558340473394051,1.95837529971962,77.0511382597664,18154.2688503524,55.32894388822,5571.67183374034,0.0349869120295648,0.130855659423803,0.0832656003221098,0.0312944683402318,0.0302605637482972,0.0446435513322867,0.0447779795521546,0.0001189330103314,0.0005175364866582,0.0001141031049399,1786047.57927011,892900261.414446,73215886.60731593,186309029.68776068,647855714.8407601,378565007.690698,363155102.68452805,0.019899877389013873,0.0,0.0,350382461.53007233,821466516.7208676,3416076667.3543935,1575884854.9037468,1840191812.4506466
161,0.3693106214725201,0.47445823933681175,mid,1.5801590945805275,0.2511561837355002,0.5892202299366655,0.13022073773068926,0.04897172094303102,0.6164298741365266,0.5081002560763072,0.5194998165832515,49.8377308401444,19.7986509836601,16.2274467118297,33.4624027767161,61.7905464816812,17.1988491117959,23.5686966049422,25.9349932899951,2.31274472393739,0.918766260655157,1.10198194999003,0.630073387581346,0.516788162035727,8.20096088552433,10.9999482733253,12.4669240838473,129919202.63128,23.6991349053588,0.737393560877876,28130472389.3945,4902.13253843534,247.599320907323,239.668746805808,256.660507958422,259.207481379438,174.171687020115,175.054646535226,1891.05072414441,1286.92700318357,1175.84639144418,1460645.37502096,0.266442766661314,39.0293412242652,1.02288922247397,1.11615503005046,0.174598567136753,0.100030942115791,1162.60813552497,0.0559560871389059,0.0500698691627079,1.44091719438983,0.541014838761303,0.262970133375133,0.242887380912841,58220110.016119,0.0,2388205.73600381,771164087.518116,0.0,0.0,247582561.457556,2692589943.04489,2049348644.2333,5129185040.12824,10376833932.095,12636124238.3055,23.6821430394351,7.17266689096064,0.221010998952995,0.395478407777919,0.375506060850165,0.290185644675201,0.21264340250848,0.211513300314242,2.34120203910431,2.40245552195251,1.32861362824055,1.3319507997264,28.7177050187387,29.1721094675225,29.7959992733705,30.5859572653246,23.5394666841341,23.700316078771,59.9999520000384,37.5461552967161,50.8490248098072,16.2207115700936,14053.5570994725,4573.74734595104,0.0038659328811198,0.0111004763197024,0.286189758057249,0.538293086822169,0.0454397914299116,0.125205435171052,0.51138223871113,1.83590769291049,83.3089839517152,19715.5775861178,55.2359939836614,5562.71854792461,0.0366098902138852,0.147204421577431,0.0878591816652518,0.0325450366261912,0.032656886230913,0.0447044398575916,0.044776805615663,0.0001199982337445,0.0005383185218776,0.0001153664767557,2257554.15903775,1079354964.72779,76372356.85430267,89067950.52726255,429383032.5658186,508214937.0682633,376766068.98099965,0.024521062300413482,0.0,0.0,367032991.69997877,1038329086.446462,3817760517.476317,1403431989.1423442,2414328528.333973
162,0.8607891521151917,0.5979959111783235,mid,2.3105631541735443,0.02793074155425641,0.04688408211391296,0.9595375240135844,0.03449649701237764,0.06929002561072047,0.5389393406282313,0.9144651093494027,47.6692905985618,18.9372114518378,14.6194312943078,31.4699108961649,59.4437924453513,16.0230059876253,23.4591559270251,25.4236830203639,2.44254742979744,0.970331980577298,1.18269581640977,0.631051203897683,0.510572604099006,7.60330879633419,10.9399735966589,12.2193041906249,125202885.083049,22.838810614813,0.718023556331301,26882481545.4066,4674.07251765071,246.819471258378,237.379054805385,257.205684039977,259.596897708211,174.150770885183,175.084230831713,1891.0507241444,1286.92700318357,1175.53612519742,1539816.35750302,0.28088469484769,39.766493534115,1.00738745633352,1.11191882361884,0.105822426400478,0.120813598757221,1164.84082717666,0.0610339931721394,0.0521023532241417,1.86588014365063,0.548779489980818,0.266055990666886,0.244164823365279,55699510.8308082,0.0,2388231.42298329,1930568070.36565,0.0,0.0,239005123.257285,2575439825.91663,1952740800.31926,5452785663.35769,10018416292.3243,13774827428.4618,22.5824840027167,6.72876391979708,0.232186859780616,0.396100688046147,0.375506060850165,0.275183883824423,0.21001577399146,0.20981338882926,2.35024819981974,2.4066582585005,1.3320698682842,1.33763852079856,28.7014237136654,29.3692212869264,29.7882210828286,30.7927231316752,23.5534273325543,23.7040705549495,59.9999520000384,39.1149631549111,47.0960942983705,15.6676043853475,13016.3292778947,4417.78794137578,0.0045469462894267,0.0120467400938548,0.336604255295141,0.584180058990416,0.0488386266322277,0.131423867688895,0.549632941455916,1.92708958195352,77.8671313288036,18358.023388613,54.171797312676,5450.89387434267,0.0353599810135098,0.13416103428011,0.0842493576104325,0.0315925408532674,0.0308097623280268,0.0446287462164162,0.0448206321376873,0.0001308118636995,0.0005589916987704,0.0001259622004509,5381441.89967684,2227660935.87673,73196189.75077592,27680953.92742051,420697898.2074266,234645012.80536023,214065224.6341739,0.06420387052405001,0.0,0.0,354317222.11898243,2475115659.6118364,6313862958.503553,897089089.5743812,5416773868.9291725
