experiment,CARCHARGEAVAILSCEN,ChargingCost$22,CARSVCAVAILSCEN,INTDENSITYSCEN,LANEMILESCEN,LaneMileCost$22,LUDENSITYMIX,OPSDEPLOYSCEN,OpsCost$22,SHDCARSVCOCCUPRATE,SOVDIVIVERTSCEN,SOVCost$22,TAXSCEN,Per Mile Charge$2022,TDMINVESTMENTSCEN,,TRANSITSERVICESCEN,TransitCost$22,VehOwnTax,VehOwnTax(Adj)$2022,RoadUseTax,AnnualRoadUseTax$2022,TotalFuelTax,TotalFuelTax2022,Total Budget$2022,Costs$2022,PresAdapt$2022,JobsDeficit_statewide,Bridges_restricted_statewide,ForfeitGDP_statewide,HouseholdDvmtPerPrsn,TotalDvmtPerPrsn,TotalCO2e,HouseholdCO2ePerPrsn,HouseholdCO2ePerMileRural,BusCO2eRate_Metro,HvyTrkAveUrbanCO2eRate_Metro,TransitTripsPerCapita,TransitPMTPerPrsnUrban,BikeTripsPerCapita,BikePMTPerPrsnUrban,WalkTripsPerCapita,WalkPMTPerPrsnUrban,ArtDvmtPropExtCong_SalemKeizer,FwyExtCongTTI_Metro,ArtExtCongTTI_Metro,LdvAveSpeed_Metro,AutoFatalCrash_Metro,AutoFatalUrban,AutoInjuryUrban,AutoFatalRural,OwnCostProp,OwnCostPropHhLess25K,OwnCostPropHh25Kto50K
2302,0.645357107,287907142.1,mid,0.364529439,0.876394603,1038197302,0.851397081,0.498899284,599779856.8,1.5,0.295676279,718270511.5,0.519715361,0.043162092,0.170367149,,0.557166617,1968599940,239063852.6,354404352.9,3772393.38,1735057602,59421016.9,74876259.18,5021788611,2285019556,2736769054,100000,300,350,19.36401299,23.2756774,27585132828,4804.079995,260.2541737,1891.050724,1175.682824,0.279742944,44.34717029,0.084624263,1153.680512,1.292219827,0.547862302,0.209192037,2.343146258,1.329366162,28.84381025,49.14032401,80.41486213,18977.62836,54.78904095,0.035380826,0.134217181,0.084347612
2303,0.028595068,275571901.4,low,0.217120927,0.121127979,660563989.3,0.349928267,0.138260692,527652138.4,1.5,0.018497872,607399148.8,0.074430896,0.021856157,0.075304764,,0.537279689,1944735627,248123552.7,367835062.4,2087303.101,960024777.3,62252958.16,78444780.53,3685156789,1767487604,1917669185,150000,400,500,20.3404214,24.24647674,28933161233,5043.829685,259.3614712,1891.050724,1176.327097,0.271968072,41.51356873,0.067268879,1162.763373,1.105728919,0.539495758,0.212775692,2.349108237,1.331673423,28.68780832,52.67575347,86.70130549,20527.04614,55.30455522,0.036706247,0.147806835,0.088079008
2304,0.681796167,288635923.3,mid,0.370788611,0.657226418,928613209.2,0.923649094,0.886425048,677285009.6,1.5,0.134195659,653678263.8,0.117491092,0.023916498,0.572199796,,0.354090636,1724908763,239691116.4,355334251.1,2176898.449,1001232857,59885031.97,75460963.29,3739548437,2221373274,1518175163,150000,400,500,19.5505377,23.45518676,27766496671,4837.150129,260.0926481,1891.050724,1175.572694,0.260516083,28.9019415,0.087208268,1145.534933,1.167724487,0.523412368,0.20997328,2.336741773,1.326883583,28.83574542,49.56132153,81.04631135,19141.9869,55.25038659,0.035478938,0.135054627,0.084691977
2305,0.410118922,283202378.4,high,0.799914108,0.559631532,879815765.8,0.501941485,0.158553445,531710689.1,1.5,0.045729585,618291834.2,0.554558769,0.044829277,0.550079621,,0.9622255,2454670600,241586227.4,358143691.2,3909518.298,1798126219,59379454.11,74823886.03,5135806376,2003874750,3131931625,80000,250,225,19.4117996,23.31937787,27584449199,4791.830751,259.7307729,1891.050724,1175.750064,0.309093775,81.16149906,0.153312397,1181.966921,4.018317046,0.585009427,0.210251366,2.348773977,1.331536751,28.77670557,48.90913469,80.54711457,19029.96963,54.72952226,0.035710209,0.139051338,0.085252483
2306,0.892172031,292843440.6,mid,0.987724579,0.35970848,779854239.9,0.866379287,0.144445301,528889060.2,1.5,0.558610557,823444222.7,0.237123917,0.029640679,0.264215869,,0.462631665,1855157998,239427600,354943596.6,2588122.831,1190369546,58168672.18,73298183.06,4066362122,2013308852,2053053270,100000,300,350,18.99381547,22.89217657,27023458864,4702.910332,260.0581666,1891.050724,1175.48095,0.271287215,30.68912452,0.204463772,1156.057224,7.073947248,0.544489046,0.209239756,2.3490037,1.331626509,28.75403215,47.46600286,77.35039312,18300.1233,55.11549663,0.035401351,0.134625874,0.084374183
2307,0.988610856,294772217.1,high,0.705526534,0.433432269,816716134.5,0.842731684,0.925100759,685020151.7,1.5,0.924781939,969912775.4,0.741288881,0.053763925,0.621373658,,0.22362619,1568351428,241204760.8,357578179.4,4548578.8,2092052825,58027205.83,73119921.71,5646630486,2281464891,3365165595,80000,250,225,18.93779515,22.83343494,26904083824,4675.372955,259.5113984,1891.050724,1175.380491,0.242725503,22.20649571,0.143231733,1142.533507,2.074767174,0.513634513,0.208168081,2.33610337,1.326636479,28.81180009,48.2384004,78.03077639,18493.39252,54.48607872,0.035680451,0.136959564,0.084994202
2308,0.817767215,291355344.3,high,0.907599153,0.23551771,717758854.9,0.583138514,0.560657856,612131571.1,1.5,0.71949933,887799732,0.297457059,0.032527495,0.13471602,,0.513308932,1915970718,243161769.2,360479380.4,2874483.467,1322076966,59177421.06,74569304.74,4304610353,2065145636,2239464717,100000,300,350,19.35148755,23.2564919,27442543771,4779.763701,259.5335031,1891.050724,1175.643778,0.262985887,34.29581397,0.18301986,1160.815025,4.988745135,0.54599599,0.209853313,2.342124672,1.328970845,28.75076062,49.52001571,80.13983256,19006.29573,55.04921175,0.035936154,0.140632474,0.085973656
2309,0.878180455,292563609.1,mid,0.541356223,0.139207658,669603828.9,0.004522266,0.423779702,584755940.5,1.5,0.27832005,711328020,0.905791728,0.061635044,0.061575196,,0.693445776,2132134931,254269345.2,376945999.1,5503395.231,2531206790,61187621.04,77102352.18,6441486997,1902587389,4538899609,40000,200,150,20.02943342,23.9465088,28446404124,4957.879101,258.7672806,1891.050724,1176.082508,0.276930653,54.43103926,0.107684686,1171.79677,1.763871779,0.559851671,0.212076115,2.344386728,1.329846297,28.71305515,51.81545854,85.69815136,20286.9059,54.29346616,0.037528308,0.157082408,0.090774752
2310,0.314107676,281282153.5,mid,0.554634835,0.269664222,734832110.8,0.402547756,0.51360139,602720278,1.5,0.247962841,699185136.5,0.784213251,0.055817766,0.826195679,,0.830450853,2296541023,244802715.6,362912029.9,4826222.123,2219750844,59316801.95,74744938.21,5878279648,1968427111,3909852537,40000,200,150,19.35831298,23.26684022,27596672409,4798.539712,259.6020119,1891.050724,1175.594374,0.303092981,69.39037554,0.109678448,1178.166215,1.956030818,0.575181087,0.210608242,2.342901659,1.329272025,28.75580139,48.69437281,80.80537932,19070.70641,54.42283728,0.036215891,0.143320561,0.086732586
2311,0.476708274,284534165.5,low,0.518356393,0.010868202,605434100.9,0.191065491,0.820930498,664186099.7,1.5,0.812085048,924834019.3,0.254472023,0.03047075,0.989978962,,0.200453718,1540544462,253162704.2,375305439.9,2766959.86,1272623042,60529582.45,76273159.57,4235873793,2016571376,2219302418,100000,300,350,19.76938408,23.6512663,28145918409,4911.529615,259.0060225,1891.050724,1175.71761,0.240290286,23.23205806,0.109711245,1146.837292,1.32687557,0.505171089,0.21136932,2.337824782,1.327304097,28.72689328,50.84893808,83.57631201,19752.91588,55.07485341,0.037420038,0.155333153,0.0902394
2312,0.753723128,290074462.6,mid,0.729850066,0.283276238,741638119.1,0.745465402,0.484623993,596924798.5,1.5,0.89718267,958873068.1,0.49485614,0.04197263,0.515339442,,0.591092491,2009310989,240292845.4,356226294.6,3575536.627,1644516195,57961538.95,73037175.05,4861944692,2108073914,2753870778,100000,300,350,18.86965725,22.77998226,26923555217,4682.942611,259.9024327,1891.050724,1175.356527,0.283717748,42.86534137,0.144434971,1164.602372,2.696909685,0.55528243,0.208946585,2.343381962,1.329457325,28.76458487,47.32482148,77.20365813,18288.39098,54.80091311,0.035530723,0.136090285,0.084711411
2313,0.762693531,290253870.6,low,0.9970677,0.099644809,649822404.7,0.654104139,0.273880288,554776057.6,1.5,0.247255734,698902293.5,0.858648628,0.059379344,0.311511616,,0.114228212,1437073855,245379116.5,363766525.5,5076316.012,2334777899,58734364.39,74011010.26,6079147117,1844303480,4234843637,40000,200,150,19.1375771,23.03110001,27298338473,4752.901495,259.4514579,1891.050724,1175.655082,0.240967735,17.32670739,0.210809099,1141.122243,6.262509538,0.506607472,0.209832551,2.346864785,1.330803713,28.71701601,48.38184691,78.99185451,18701.10024,54.34156197,0.036247071,0.143229476,0.086847263
2314,0.335487672,281709753.4,high,0.414306363,0.210490003,705245001.7,0.093162447,0.23194713,546389426,1.5,0.828641391,931456556.3,0.083551311,0.02229255,0.603672304,,0.251772765,1602127318,254337258.9,377046678.9,2119302.126,974742264.3,61991592.87,78115434.86,3719547652,1999072459,1720475193,150000,400,500,20.25848558,24.1457702,28726075998,5014.818119,258.6664429,1891.050724,1176.327988,0.232600235,24.010692,0.09258848,1146.524745,1.134676316,0.506310849,0.211779003,2.347558027,1.331070468,28.70341809,53.21254817,86.67436043,20578.45695,55.29709782,0.037584798,0.157820982,0.090840604
2315,0.501952878,285039057.6,low,0.467505514,0.814545064,1007272532,0.568794788,0.838949196,667789839.3,1.5,0.197729305,679091722.1,0.043239256,0.020363702,0.517434369,,0.948411722,2438094067,241297552.1,357715739.4,1877225.773,863402758,59875212.53,75448589.85,3500705598,2299647290,1201058308,150000,400,500,19.52684067,23.43643295,27845674142,4846.945721,259.7764379,1891.050724,1175.318434,0.325562847,86.73317793,0.09524328,1177.512113,1.812211011,0.587782518,0.210582443,2.337526245,1.327187904,28.85966138,48.77278451,81.09877794,19081.09179,55.34684421,0.03570815,0.138050371,0.085057611
2316,0.046701452,275934029,high,0.909895026,0.103035387,651517693.7,0.438818627,0.964563805,692912761,1.5,0.137006828,654802731.2,0.208891004,0.028289793,0.49914711,,0.849505401,2319406481,243573529.1,361089801,2544892.008,1170486156,59828691.45,75389968.76,4041373019,1947765849,2093607170,100000,300,350,19.56908062,23.48369739,27765572602,4833.777839,258.7731532,1891.050724,1175.463178,0.294914732,63.67775929,0.179473218,1181.784232,5.873227781,0.575186617,0.211278622,2.33545279,1.326384435,28.75776535,49.55254857,81.27683027,19224.42458,55.13730016,0.035989737,0.141872885,0.086094221
2317,0.056284329,276125686.6,low,0.952341829,0.404787769,802393884.3,0.466125188,0.176357497,535271499.4,1.5,0.024432506,609773002.3,0.377971224,0.03637993,0.104417391,,0.57198298,1986379576,245711378.9,364259093.5,3231707.024,1486376758,59806191.44,75361616.55,4597301249,1918677571,2678623677,100000,300,350,19.54418865,23.43366021,27827018090,4850.355575,259.1013236,1891.050724,1175.748853,0.278927238,37.57696122,0.193265244,1161.360998,6.326136198,0.553539218,0.210903331,2.348477402,1.331430529,28.75192194,49.28855803,81.16052473,19199.68693,54.95918848,0.036274297,0.14427272,0.08705411
2318,0.298199041,280963980.8,high,0.197357008,0.335892095,767946047.4,0.19684431,0.961129913,692225982.7,1.5,0.66942759,867771036,0.456215278,0.040123745,0.411502332,,0.487111098,1884533318,250868838.9,371904859.6,3660877.106,1683767311,61603969.27,77626991.43,4954344888,2175021529,2779323359,100000,300,350,20.1822931,24.08491937,28575005315,4986.504441,259.002166,1891.050724,1176.016246,0.254043406,42.47838228,0.065254219,1157.340763,1.039331948,0.530695621,0.211434211,2.335509094,1.32640523,28.77382681,52.94946553,86.46220395,20515.6293,54.84264422,0.037110102,0.151946521,0.08925304
2319,0.500638528,285012770.6,mid,0.856925874,0.93318977,1066594885,0.748418707,0.533853404,606770680.8,1.5,0.782650864,913060345.5,0.623966997,0.048150316,0.036588838,,0.831596565,2297915878,238511965.2,353586197.9,4063554.733,1868973042,57688362.32,72692945.94,5251501678,2414908509,2836593168,100000,300,350,18.79564849,22.71565633,26798527246,4652.423549,260.313726,1891.050724,1175.2267,0.309728956,62.34441358,0.168156941,1169.242478,4.749976576,0.578068172,0.208015733,2.342568203,1.329142012,28.86938719,46.90970931,76.91561397,18135.20451,54.63895576,0.03526735,0.133896736,0.084049041
2320,0.326059239,281521184.8,mid,0.50685067,0.252397009,726198504.3,0.699471415,0.40224087,580448174,1.5,0.508235992,803294396.8,0.992622577,0.065789719,0.240771907,,0.74002727,2188032724,240049392.3,355865383.3,5559991.65,2557237491,58438821.52,73638597.5,6459898539,1989815062,4470083477,40000,200,150,19.02737529,22.93622443,27147987925,4716.962917,259.838368,1891.050724,1175.588384,0.299156224,59.81439105,0.103515355,1172.924877,1.727039428,0.568104812,0.209485276,2.344742132,1.329984571,28.74906015,47.89979738,78.80632195,18608.26721,54.15928967,0.035515192,0.135909331,0.084598641
2321,0.097327368,276946547.4,low,0.94140435,0.38266468,791332340.1,0.912124929,0.479274581,595854916.1,1.5,0.788120199,915248079.8,0.109957839,0.023556047,0.871802411,,0.480259799,1876311759,239076954.7,354423776.4,2054091.95,944749790.3,57325756.85,72236027.79,3634148958,2121757843,1512391115,150000,400,500,18.69482115,22.59821659,26621437243,4626.769105,259.9665452,1891.050724,1175.082086,0.279965374,34.29936078,0.193136663,1156.893398,5.772064069,0.547470209,0.20872758,2.343471997,1.329491302,28.78759366,45.917768,75.5360119,17823.9315,55.25480476,0.035373683,0.133752971,0.084349448
2322,0.195551461,278911029.2,low,0.599165381,0.28989749,744948745,0.080718292,0.62596071,625192142.1,1.5,0.845255024,938102009.7,0.040830805,0.020248462,0.969792419,,0.150770742,1480924890,255850131.8,379289463.5,1913548.677,880108951.1,61078918.23,76965376.07,3554169536,2118102921,1436066615,150000,400,500,19.94498581,23.81739073,28368899549,4954.494198,259.106837,1891.050724,1175.865457,0.233307919,19.92983128,0.123002579,1140.392527,1.515263115,0.500430854,0.211392668,2.34104536,1.328553131,28.7529588,51.45360033,84.76124322,20003.80105,55.34083192,0.037779797,0.159854684,0.091529551
2323,0.416714006,283334280.1,high,0.081732,0.295778471,747889235.3,0.972314658,0.290684892,558136978.4,1.5,0.0962051,638482040.1,0.156433877,0.025779829,0.085388065,,0.272495521,1626994625,239504811.1,355058059.6,2382522.704,1095806750,61104960.88,76998192.34,3907466709,1908601514,1998865195,150000,400,500,19.99034965,23.9057823,28267931940,4932.654605,260.190856,1891.050724,1176.259985,0.245341248,27.88465476,0.056419062,1145.832743,0.865176829,0.500760905,0.210832598,2.346587584,1.330697544,28.72762002,52.05782984,83.85875265,19949.92016,55.20677447,0.035459718,0.134739619,0.084393958
2324,0.711362235,289227244.7,high,0.69417806,0.406410473,803205236.5,0.287053354,0.207164024,541432804.8,1.5,0.665805893,866322357.2,0.511399742,0.042764207,0.33684148,,0.045438103,1354525724,251604245.5,372995075.8,3835658.877,1764155650,60884039.15,76719809.48,5094527130,2067026465,3027500665,80000,250,225,19.8889187,23.77737294,28226304084,4927.43957,259.9923313,1891.050724,1176.221726,0.219649623,17.65796631,0.141533461,1133.645252,1.821105433,0.488406924,0.210633598,2.347967309,1.331229417,28.73807522,52.08668074,84.47906926,20023.55367,54.79330062,0.037175427,0.152988284,0.089462796
2325,0.701801522,289036030.4,high,0.150115313,0.151221842,675610920.9,0.420252178,0.482453989,596490797.8,1.5,0.969560087,987824034.8,0.622632315,0.048086455,0.608130625,,0.955287913,2446345496,243410033.6,360847424.3,4197408.368,1930537080,59547898.67,75036142.56,5370600564,2055049767,3315550797,80000,250,225,19.46930462,23.38277264,27658441144,4811.082482,259.7543189,1891.050724,1175.813225,0.308301082,103.6176087,0.058742941,1187.292151,1.318395409,0.583041696,0.210523092,2.343418011,1.329470479,28.72922132,49.9479311,81.9421222,19385.38696,54.62878516,0.036078283,0.141488142,0.086057566
2326,0.275808863,280516177.3,mid,0.782082242,0.648508714,924254356.9,0.598841244,0.073481496,514696299.3,1.5,0.928652818,971461127.3,0.49987133,0.042212597,0.753407892,,0.91234768,2394817216,240675178.2,356793090.5,3578558.086,1645905872,57620814.83,72607829.53,4864192068,2205197397,2658994670,100000,300,350,18.77783618,22.7030288,26868928906,4662.893935,259.9349559,1891.050724,1175.375777,0.317672975,75.43351561,0.151217378,1177.967491,3.741629478,0.583989705,0.208568272,2.350178208,1.33203424,28.79740455,46.65254575,76.92564482,18136.00675,54.77884553,0.035591307,0.137067779,0.084861882
2327,0.274942582,280498851.6,high,0.165565731,0.436752905,818376452.6,0.94049966,0.271377077,554275415.4,1.5,0.112541528,645016611.3,0.959334187,0.064196939,0.620980984,,0.306447962,1667737554,239618406.4,355226460.8,5543080.129,2549459282,59511542.39,74990330.1,6448013283,1975659025,4472354257,40000,200,150,19.44905403,23.35095228,27538731377,4797.994596,260.4825582,1891.050724,1175.997446,0.250151762,28.50180787,0.064183034,1145.926826,0.93506121,0.509592761,0.209453079,2.346906511,1.330820938,28.75776799,49.84933358,81.27643895,19259.47528,54.20407794,0.035480433,0.134870197,0.084564914
2328,0.378883526,282577670.5,mid,0.607522689,0.395803133,797901566.5,0.621326664,0.525852202,605170440.4,1.5,0.956555249,982622099.5,0.756961296,0.054513817,0.366185245,,0.439169362,1827003234,243489479,360965199.6,4649272.002,2138365202,58490814.39,73704113.57,5732086503,2176960727,3555125776,40000,200,150,19.05092716,22.93346246,27201785418,4733.003096,259.7186593,1891.050724,1175.575576,0.265867967,34.13548792,0.122733305,1154.530778,1.799430781,0.537376631,0.208923719,2.342699868,1.329193815,28.77727954,48.4737595,79.09725105,18696.25699,54.46804158,0.035992974,0.140586829,0.085991077
2329,0.195672961,278913459.2,low,0.857723652,0.138238289,669119144.3,0.413027914,0.943099734,688619946.7,1.5,0.791527269,916610907.8,0.548322667,0.044530893,0.167385196,,0.185960317,1523152381,249073954.3,369244001.8,3885890.934,1787259156,59415142.5,74868856.87,5127968024,2094958004,3033010020,80000,250,225,19.39884841,23.27813775,27586741999,4811.14797,259.2297112,1891.050724,1175.504406,0.242793668,20.35126487,0.175668941,1144.436239,3.499652567,0.51177615,0.210251841,2.335807896,1.326520025,28.76055901,49.66134899,80.85408073,19175.3513,54.74478682,0.036799644,0.148887805,0.088453725
2330,0.064301561,276286031.2,mid,0.070715418,0.584356595,892178297.7,0.910748695,0.71898099,643796198,1.5,0.203776488,681510595.4,0.936936363,0.06312525,0.259852395,,0.66810764,2101729168,237699757.7,352382126.9,5423418.089,2494422463,59278177.78,74696268,6348339907,2153015825,4195324082,40000,200,150,19.31787096,23.23578563,27445927286,4780.503762,260.4127701,1891.050724,1175.614049,0.29389674,59.21922635,0.053348683,1163.609067,1.094831723,0.555150244,0.209461014,2.3395062,1.327957072,28.81452677,48.88689444,80.57627815,19044.83634,54.24037273,0.035206772,0.132322526,0.083838512
2331,0.744843483,289896869.7,high,0.364130404,0.593243469,896621734.3,0.571209873,0.447826837,589565367.4,1.5,0.206186678,682474671.2,0.949304245,0.063717027,0.412626305,,0.907797328,2389356793,240784210.4,356954727.1,5485914.952,2523166989,59457817.91,74922632.03,6403611564,2117321307,4286290257,40000,200,150,19.43346496,23.33500556,27585566443,4801.122775,259.7935937,1891.050724,1175.798992,0.304681069,85.95748007,0.081510783,1177.958508,1.532058387,0.580837523,0.209845803,2.343990053,1.329692508,28.79587241,49.4329967,81.40835393,19227.17179,54.22577729,0.03563125,0.137490574,0.084843161
2332,0.532359973,285647199.5,low,0.365019846,0.640624745,920312372.7,0.086642854,0.780187685,656037537.1,1.5,0.710700943,884280377.1,0.831169432,0.058064522,0.429785573,,0.881490182,2357788219,251435982,372745630.7,5097852.526,2344683306,60100547.53,75732533.85,6108473351,2304137298,3804336053,40000,200,150,19.59724203,23.53931085,27935486028,4860.475315,258.6133807,1891.050724,1175.650483,0.305573818,81.050015,0.081348752,1175.988866,1.520532168,0.578979645,0.210627738,2.338498157,1.327563966,28.82282945,50.20452679,83.29846097,19666.09066,54.36961355,0.037193788,0.153463596,0.089901582
2333,0.218541557,279370831.1,low,0.825436719,0.215528649,707764324.7,0.893563866,0.278308811,555661762.1,1.5,0.644893032,857957212.6,0.998324565,0.066062548,0.419218169,,0.555935784,1967122941,238762891,353958187.3,5453610.193,2508308884,56941331.62,71751614.61,6369064059,1971775524,4397288535,40000,200,150,18.54226035,22.44188404,26440917613,4592.227246,260.8437793,1891.050724,1175.204948,0.289059864,38.25268672,0.165412222,1163.442494,3.715391932,0.554217737,0.208500405,2.34679122,1.330775882,28.74825039,45.73773156,75.52143063,17796.79507,54.15018706,0.03531721,0.13347733,0.084191953
2334,0.399821991,282996439.8,low,0.625708068,0.731633179,965816589.3,0.747580123,0.979778976,695955795.1,1.5,0.792452979,916981191.5,0.116149828,0.023852321,0.419606716,,0.56337693,1976052316,240793420.5,356968380.9,2125153.456,977433498.8,58640704.94,73892990.24,3696789737,2403259420,1293530317,150000,400,500,19.11271019,23.00634971,27282880390,4747.643011,259.4532931,1891.050724,1175.205262,0.284770272,42.17111198,0.124700508,1156.457004,2.016871688,0.552911886,0.209014552,2.335203045,1.326286295,28.86259303,47.90561077,78.39823177,18532.5574,55.23087369,0.035618255,0.13657998,0.084909126
2335,0.89810566,292962113.2,mid,0.525227268,0.948010057,1074005028,0.603441316,0.69404164,638808327.9,1.5,0.189164551,675665820.3,0.594003897,0.046716644,0.99130111,,0.323264508,1687917410,244620420.5,362641783.4,4085566.572,1879097069,59643662.77,75156814.62,5282586079,2343608380,2938977700,100000,300,350,19.45260505,23.34312786,27683961681,4827.909924,259.8715616,1891.050724,1175.579624,0.253521686,26.24811125,0.109517063,1140.420906,1.430588979,0.522493203,0.209368691,2.339920417,1.328116233,28.86798644,49.40212331,81.2100283,19169.45421,54.68207129,0.036193414,0.142162734,0.086614136
2336,0.163758878,278275177.6,mid,0.567052903,0.477153194,838576596.8,0.582836274,0.980478286,696095657.1,1.5,0.745709333,898283733.2,0.846099898,0.058778914,0.369054271,,0.845880082,2315056099,241422274.5,357900636.4,4987859.745,2294093723,58292267.9,73453925.69,6001109021,2262089298,3739019723,40000,200,150,18.99551079,22.91168529,27106128605,4711.162618,259.4657786,1891.050724,1175.253023,0.308934121,70.84318052,0.111847787,1176.274335,2.026582924,0.578069448,0.209143189,2.335189471,1.326280613,28.82362749,47.7740681,78.70599823,18569.52724,54.35913281,0.035695598,0.138030881,0.085146301
2337,0.145649415,277912988.3,low,0.934491375,0.574469863,887234931.7,0.414146657,0.040858266,508171653.2,1.5,0.531595181,812638072.4,0.907965052,0.061739033,0.07951564,,0.518817253,1922580703,247006771.8,366179471.2,5274661.229,2426003904,58955728.96,74289951.13,6241693718,2079638609,4162055108,40000,200,150,19.1800442,23.06918317,27409952696,4786.078963,273.7596413,1891.050724,1175.715003,0.273809422,34.91168644,0.189480459,1156.180996,5.691452954,0.548937321,0.209435785,2.350719436,1.332240571,28.77307308,48.51090111,79.70156454,18856.40628,54.17720108,0.036482318,0.145921549,0.087538086
2338,0.041238927,275824778.5,mid,0.256205532,0.028073863,614036931.4,0.885988352,0.95891457,691782914.1,1.5,0.353301073,741320429.3,0.674476619,0.050567097,0.228546275,,0.288882366,1646658839,240630770.3,356727257.3,4410671.792,2028624498,59569769.43,75063701.84,5538181606,1952304839,3585876768,40000,200,150,19.45075552,23.3483628,27628187278,4811.095662,259.6404219,1891.050724,1175.648684,0.255557041,26.78928071,0.074288694,1150.682591,1.005438621,0.511189259,0.210480384,2.335545552,1.326419031,28.74266975,49.76660001,81.00905734,19183.63457,54.58710991,0.035619733,0.13619198,0.085030487
2339,0.752419422,290048388.4,low,0.814614299,0.270058864,735029432,0.256828057,0.983479041,696695808.2,1.5,0.848678374,939471349.6,0.312364468,0.033240783,0.708111849,,0.184785938,1521743125,251966673.4,373532363.3,2966360.491,1364334470,59869540.16,75441442.11,4393140209,2191509303,2201630906,100000,300,350,19.53202788,23.40452081,27813127787,4850.386732,258.7600124,1891.050724,1175.49018,0.239813813,21.68495575,0.165463978,1142.647951,2.951193894,0.510321038,0.210468492,2.335141062,1.326262037,28.78215716,49.97420365,81.77006114,19355.52376,55.01019702,0.037209541,0.153267549,0.089659908
2340,0.416449637,283328992.7,high,0.611390687,0.19979358,699896790.2,0.299041525,0.477474009,595494801.9,1.5,0.972307387,988922954.6,0.78943554,0.056067642,0.224743791,,0.885699779,2362839734,246009133.4,364700504.8,4834879.123,2223732505,59132252.35,74512387.78,5886629067,2073182062,3813447005,40000,200,150,19.33425749,23.24927667,27475666694,4779.527746,259.4435744,1891.050724,1175.739672,0.297727079,76.72546542,0.11826282,1182.765449,2.242580088,0.578243397,0.210119603,2.343499802,1.329502508,28.7378385,49.54040425,81.04733721,19209.64938,54.42280588,0.03638132,0.1456319,0.087164184
2341,0.849823589,291996471.8,low,0.562591026,0.856208027,1028104014,0.211962255,0.990129493,698025898.5,1.5,0.870606418,948242567.2,0.189748241,0.027373852,0.555767436,,0.200682431,1540818917,252748954.7,374692069.8,2511044.685,1154918571,60694957.34,76481548.01,4029642278,2492247668,1537394610,150000,400,500,19.82975725,23.71250044,28215482195,4925.136293,258.6435139,1891.050724,1175.659314,0.239134434,23.64167224,0.116002888,1135.133273,1.440928489,0.507057347,0.210177349,2.335032416,1.32621927,28.86482897,51.30372924,83.91645541,19858.99014,55.16268834,0.03734872,0.154490138,0.090055648
2342,0.085346056,276706921.1,mid,0.774790008,0.632962034,916481017.1,0.436821737,0.973732236,694746447.3,1.5,0.755471061,902188424.2,0.367607296,0.035884038,0.722159025,,0.344377957,1713253549,247420459.7,366792750,3159203.977,1453030033,59335295.42,74768241.79,4540439732,2339028598,2201411134,100000,300,350,19.37241925,23.26772179,27534798433,4800.260171,258.6242955,1891.050724,1175.406843,0.252663442,26.43355476,0.154999082,1146.080339,2.755933622,0.528404016,0.209549378,2.335300673,1.326324123,28.8395463,49.34885168,80.70045441,19080.22278,54.94562979,0.036562349,0.14651379,0.087680115
2343,0.073433019,276468660.4,low,0.727714611,0.416670818,808335409.1,0.979363003,0.858945426,671789085.3,1.5,0.945834153,978333661.2,0.825390363,0.057788006,0.389018794,,0.84295529,2311546348,235843400.6,349630138,4730959.907,2175936369,56317792.39,70965894.55,5781709100,2245759985,3535949114,40000,200,150,18.3179127,22.23946244,26197855756,4540.144084,260.2622948,1891.050724,1174.803739,0.324911301,66.77678282,0.142003922,1177.198395,3.067071547,0.581100912,0.20789487,2.337197791,1.327060247,28.82292681,44.7678081,74.31385922,17470.21885,54.37980411,0.034901732,0.129914003,0.083011376
2344,0.623457255,287469145.1,mid,0.180032248,0.325852795,762926397.3,0.359384901,0.449721172,589944234.4,1.5,0.706117092,882446837,0.988289153,0.065582374,0.046841969,,0.312710747,1675252896,249157193.4,369367401,5775730.597,2656463490,60646101.37,76419984.75,6651913482,2081563195,4570350286,40000,200,150,19.82086746,23.70278221,28162615912,4910.925258,259.4493245,1891.050724,1176.113673,0.248805653,31.09560247,0.065139517,1147.808732,0.943867202,0.509690825,0.210504043,2.343957359,1.329681011,28.74143827,51.81290447,84.56583136,20044.98892,54.17377191,0.036864631,0.149441536,0.088494548
2345,0.59487389,286897477.8,low,0.316930102,0.982062648,1091031324,0.833146491,0.542428082,608485616.4,1.5,0.193596837,677438735,0.887963352,0.060781993,0.394741543,,0.546987784,1956385341,239658761.5,355286286,5199892.025,2391614893,58915980.15,74239863.77,6170532111,2325133786,3845398325,40000,200,150,19.17597808,23.07711082,27406939446,4769.280286,260.1733333,1891.050724,1175.541309,0.284684636,44.24110251,0.078948962,1151.803474,1.234580711,0.547413496,0.208778665,2.342426793,1.329087228,28.86714209,48.1962639,79.51137154,18767.46708,54.29560424,0.035478125,0.134848054,0.084515259
